Year,Series,Team,Player,PTS_mean,PTS_std,PTS_CV,PTS_G
1972,1972_nba_finals_knicks_vs_lakers,LAL,John Trapp,1.667,2.887,1.732,3
1972,1972_nba_finals_knicks_vs_lakers,NYK,Eddie Mast,1.0,2.0,2.0,4
1972,1972_nba_finals_knicks_vs_lakers,NYK,Eddie Miles,0.667,1.155,1.732,3
1972,1972_nba_finals_knicks_vs_lakers,NYK,Luther Rackley,0.5,1.0,2.0,4
1972,1972_nba_finals_knicks_vs_lakers,NYK,Charlie Paulk,0.0,0.0,0.0,3
1971,1971_nba_finals_bullets_vs_bucks,MIL,Kareem Abdul-Jabbar,27.0,3.266,0.121,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Oscar Robertson,23.5,4.435,0.189,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Dandridge,20.25,6.397,0.316,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Jack Marin,18.25,4.5,0.247,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Earl Monroe,16.25,6.85,0.422,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Fred Carter,15.25,9.287,0.609,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Wes Unseld,15.0,3.916,0.261,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Kevin Loughery,11.25,8.539,0.759,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Jon McGlocklin,10.75,2.754,0.256,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Gus Johnson,10.5,0.707,0.067,2
1971,1971_nba_finals_bullets_vs_bucks,MIL,Greg Smith,10.0,5.228,0.523,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Lucius Allen,7.5,2.517,0.336,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,John Tresvant,7.25,0.957,0.132,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Boozer,5.5,3.317,0.603,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,Gary Zeller,3.0,2.582,0.861,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,McCoy McLemore,1.667,2.887,1.732,3
1971,1971_nba_finals_bullets_vs_bucks,BAL,Dorie Murrey,1.5,1.915,1.277,4
1971,1971_nba_finals_bullets_vs_bucks,BAL,George Johnson,1.0,2.0,2.0,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Jeff Webb,0.667,1.155,1.732,3
1971,1971_nba_finals_bullets_vs_bucks,MIL,Bob Greacen,0.0,0.0,0.0,2
1971,1971_nba_finals_bullets_vs_bucks,MIL,Dick Cunningham,0.0,0.0,0.0,4
1971,1971_nba_finals_bullets_vs_bucks,MIL,Marv Winkler,0.0,0.0,0.0,2
1970,1970_nba_finals_lakers_vs_knicks,LAL,Jerry West,31.286,5.648,0.181,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Wilt Chamberlain,23.286,9.742,0.418,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Willis Reed,23.0,14.656,0.637,6
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dave DeBusschere,19.0,3.916,0.206,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dick Barnett,18.571,5.74,0.309,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Elgin Baylor,17.857,7.221,0.404,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Walt Frazier,17.571,9.537,0.543,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Dick Garrett,13.0,4.761,0.366,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Bill Bradley,12.143,5.146,0.424,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Keith Erickson,11.571,4.577,0.396,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Cazzie Russell,9.286,8.807,0.948,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Dave Stallworth,7.0,4.726,0.675,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Happy Hairston,6.5,3.507,0.54,6
1970,1970_nba_finals_lakers_vs_knicks,LAL,John Tresvant,4.5,1.915,0.426,4
1970,1970_nba_finals_lakers_vs_knicks,NYK,Mike Riordan,4.286,6.701,1.564,7
1970,1970_nba_finals_lakers_vs_knicks,NYK,Nate Bowman,4.143,6.44,1.555,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Mel Counts,4.0,2.646,0.661,3
1970,1970_nba_finals_lakers_vs_knicks,LAL,Johnny Egan,3.571,2.44,0.683,7
1970,1970_nba_finals_lakers_vs_knicks,LAL,Rick Roberson,2.333,0.577,0.247,3
1970,1970_nba_finals_lakers_vs_knicks,NYK,Bill Hosket,1.0,1.414,1.414,2
1970,1970_nba_finals_lakers_vs_knicks,NYK,John Warren,0.5,1.0,2.0,4
1970,1970_nba_finals_lakers_vs_knicks,LAL,Mike Lynn,0.0,0.0,0.0,1
1970,1970_nba_finals_lakers_vs_knicks,LAL,Willie McCarter,0.0,0.0,0.0,1
1969,1969_nba_finals_celtics_vs_lakers,LAL,Jerry West,37.857,9.957,0.263,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,John Havlicek,28.286,9.793,0.346,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Sam Jones,18.714,5.678,0.303,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Elgin Baylor,18.0,10.149,0.564,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Johnny Egan,15.143,8.112,0.536,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Larry Siegfried,14.0,9.037,0.645,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Don Nelson,11.857,8.153,0.688,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Wilt Chamberlain,11.714,5.122,0.437,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Em Bryant,11.0,7.118,0.647,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Bailey Howell,10.571,4.315,0.408,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Mel Counts,9.857,5.336,0.541,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Bill Russell,9.143,3.532,0.386,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Keith Erickson,8.857,5.429,0.613,7
1969,1969_nba_finals_celtics_vs_lakers,LAL,Bill Hewitt,4.0,4.546,1.137,4
1969,1969_nba_finals_celtics_vs_lakers,BOS,Tom Sanders,2.8,2.168,0.774,5
1969,1969_nba_finals_celtics_vs_lakers,LAL,Tom Hawkins,2.571,1.618,0.629,7
1969,1969_nba_finals_celtics_vs_lakers,BOS,Don Chaney,1.0,0.0,0.0,2
1969,1969_nba_finals_celtics_vs_lakers,LAL,Freddie Crawford,0.0,0.0,0.0,1
